CustomerID,Recency,Frequency,Monetary,F_Score,R_Score,M_Score,RFM_Score,Segment,Churned_x,Churned_y,Churned,Cluster,Customer_Segment
13386,414,2,835.46,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13387,417,1,186.94,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13388,131,3,1185.65,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13389,11,3,797.96,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13390,75,1,544.08,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
13391,204,1,59.8,1,2,1,1.3333333333333333,Lost,1,1,1,0,Potential Loyalists
13392,677,1,91.14,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13393,584,4,1131.45,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13394,2,19,6621.7,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13395,185,3,1180.23,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13396,29,2,1360.99,2,4,4,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13397,73,10,3191.87,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13398,192,2,670.34,2,2,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13399,464,3,275.4,3,1,1,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13400,583,1,310.83,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13402,127,4,1226.85,3,3,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
13403,18,3,229.5,3,5,1,3.0,At Risk,0,0,0,0,Potential Loyalists
13404,1,2,252.49,2,5,1,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13405,74,6,1213.811,4,3,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13406,427,2,568.92,2,1,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13407,579,3,2244.7,3,1,4,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
13408,2,106,50174.782,5,5,5,5.0,Champions,0,0,0,3,Loyal Customers
13410,24,9,2201.96,5,4,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13411,107,1,213.55,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13412,620,1,487.35,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13413,640,6,429.44,4,1,2,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13414,134,6,2494.14,4,3,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
13415,473,4,784.17,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13416,44,3,940.8,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13417,5,6,1669.49,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13418,12,31,11559.66,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13419,64,1,221.06,1,3,1,1.6666666666666667,Lost,0,0,0,0,Potential Loyalists
13420,150,2,159.85,2,3,1,2.0,Hibernating,1,1,1,0,Potential Loyalists
13421,40,8,4058.75,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13422,64,1,2626.3,1,3,4,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13423,429,1,217.03,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13424,450,1,572.77,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13425,108,5,3390.4300000000003,4,3,5,4.0,Loyal Customers,1,1,1,0,Potential Loyalists
13426,1,22,8167.38,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13427,19,6,1006.53,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13428,10,3,478.54,3,5,2,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13429,11,4,1006.8,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13430,19,2,679.45,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13431,67,8,3316.24,4,3,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13432,571,2,439.1,2,1,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13433,501,4,658.3199999999999,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13434,74,5,1666.86,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13435,5,9,4447.33,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13436,2,1,196.89,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13437,14,7,3408.06,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13438,547,1,46.5,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13439,255,3,986.61,3,2,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13440,423,7,1295.25,4,1,4,3.0,At Risk,1,1,1,1,Lost Customers
13441,92,2,720.9,2,3,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13442,667,3,419.87,3,1,2,2.0,Hibernating,1,1,1,1,Lost Customers
13443,449,6,1273.16,4,1,4,3.0,At Risk,1,1,1,1,Lost Customers
13444,374,2,619.08,2,2,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13445,626,1,241.9,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13446,430,11,3881.89,5,1,5,3.6666666666666665,Potential Loyalists,1,1,1,1,Lost Customers
13447,23,3,1129.14,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13448,17,13,8745.93,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13449,24,1,291.88,1,4,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13450,27,13,4120.04,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13451,26,11,7090.06,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13452,259,3,729.8,3,2,3,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
13453,166,3,781.6899999999999,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13454,641,1,219.87,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13455,25,6,2212.99,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13456,18,6,1766.72,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13457,689,2,148.22,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13458,7,16,11959.27,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13459,625,2,1160.41,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13460,29,2,183.44,2,4,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13461,39,6,4160.0,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13462,253,5,1153.85,4,2,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13464,58,6,3097.64,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13465,446,2,931.12,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13466,184,5,1013.35,4,3,3,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
13467,11,2,1071.91,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13468,2,72,12793.28,5,5,5,5.0,Champions,0,0,0,3,Loyal Customers
13469,653,1,82.4,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13470,99,2,165.0,2,3,1,2.0,Hibernating,1,1,1,0,Potential Loyalists
13471,1,4,2501.84,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13472,464,2,592.24,2,1,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13473,61,8,2657.76,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13474,236,3,646.59,3,2,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13475,191,4,1431.78,3,2,4,3.0,At Risk,1,1,1,0,Potential Loyalists
13476,179,5,2061.4700000000003,4,3,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
13477,38,11,2819.17,5,4,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13478,469,5,2215.78,4,1,4,3.0,At Risk,1,1,1,1,Lost Customers
13479,201,4,851.37,3,2,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13480,417,2,627.82,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13481,46,11,3830.84,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13482,232,2,336.09,2,2,2,2.0,Hibernating,1,1,1,0,Potential Loyalists
13483,66,1,140.34,1,3,1,1.6666666666666667,Lost,0,0,0,0,Potential Loyalists
13484,241,3,790.72,3,2,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13485,233,11,3019.2200000000003,5,2,5,4.0,Loyal Customers,1,1,1,0,Potential Loyalists
13486,78,3,1122.41,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
13487,58,5,846.87,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13488,17,23,14205.96,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13489,105,4,449.52,3,3,2,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13490,654,1,154.25,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13491,52,27,4467.66,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13492,136,3,1269.84,3,3,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
13493,275,2,618.63,2,2,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13494,312,1,316.26000000000005,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13495,8,10,4863.31,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13496,11,2,653.33,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13497,283,6,1166.83,4,2,3,3.0,At Risk,1,1,1,1,Lost Customers
13498,730,1,327.38,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13499,18,5,1159.11,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13500,23,4,1466.3,3,4,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13501,288,3,2885.11,3,2,4,3.0,At Risk,1,1,1,1,Lost Customers
13502,17,5,780.5,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13503,71,6,1859.24,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13504,64,1,295.93,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
13505,73,4,4393.63,3,3,5,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13506,316,5,1338.08,4,2,4,3.333333333333333,At Risk,1,1,1,1,Lost Customers
13507,3,4,2479.16,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13508,244,2,287.05,2,2,2,2.0,Hibernating,1,1,1,0,Potential Loyalists
13509,9,8,1114.72,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13510,1,11,4558.29,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13511,677,1,282.76,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13512,261,4,713.39,3,2,3,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13513,127,3,824.59,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13514,74,4,815.9000000000001,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
13515,73,6,1265.82,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13516,21,4,1685.26,3,4,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13517,60,3,2128.42,3,3,4,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13518,86,1,627.16,1,3,3,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13519,78,2,343.21,2,3,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13520,59,11,6606.0,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13521,1,3,1071.73,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13522,30,1,125.8,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
13523,33,6,4534.57,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13524,41,5,680.1800000000001,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13525,15,2,628.78,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13526,738,2,1182.0,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13527,34,12,4541.29,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13529,79,2,307.76,2,3,2,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13530,634,1,402.98,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13531,205,6,1433.07,4,2,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
13532,34,1,210.31,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
13533,183,3,269.09,3,3,1,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13534,2,35,7720.9,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13535,403,1,89.5,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13536,1,7,3444.39,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13537,426,2,717.85,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13538,43,12,3103.13,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13539,86,7,1569.36,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13540,467,3,632.39,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13541,427,2,785.25,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13542,377,17,3959.49,5,2,5,4.0,Loyal Customers,1,1,1,1,Lost Customers
13543,634,2,1439.61,2,1,4,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13544,40,6,790.2,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13545,391,2,364.93,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13546,12,5,1086.24,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13547,408,1,167.08,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13548,96,3,901.44,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13549,26,8,1005.8,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13550,383,1,342.55,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13551,319,2,244.2,2,2,1,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13552,66,22,6948.92,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13553,675,1,499.6,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13554,380,7,1629.35,4,2,4,3.333333333333333,At Risk,1,1,1,1,Lost Customers
13555,74,13,8891.84,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13556,429,2,200.82,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13557,28,13,3032.26,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13558,6,4,594.52,3,5,2,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13559,513,2,990.0,2,1,3,2.0,Hibernating,1,1,1,1,Lost Customers
13560,7,1,171.42000000000002,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13561,216,11,1803.4,5,2,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
13562,82,8,4838.18,4,3,5,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13563,84,2,777.53,2,3,3,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13564,144,37,16498.97,5,3,5,4.333333333333333,Loyal Customers,1,1,1,0,Potential Loyalists
13565,19,3,414.8,3,5,2,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13566,41,5,1688.6,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13567,428,4,1079.29,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13568,173,1,187.05,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13569,17,4,726.54,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13570,243,1,239.49,1,2,1,1.3333333333333333,Lost,1,1,1,0,Potential Loyalists
13571,13,26,4537.26,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13572,206,1,1384.25,1,2,4,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13573,50,6,904.52,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13574,411,1,404.45,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13575,23,5,732.0699999999999,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13576,10,28,11202.59,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13577,25,11,3489.28,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13578,409,1,147.66,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13579,15,5,1374.34,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13580,406,1,107.75,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13581,309,2,280.53000000000003,2,2,1,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13582,390,2,241.68,2,2,1,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13583,156,2,1445.031,2,3,4,3.0,At Risk,1,1,1,0,Potential Loyalists
13584,307,3,385.7,3,2,2,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13585,531,3,684.54,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13586,541,1,127.28,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13587,64,4,1673.5,3,3,4,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13588,16,9,2478.95,5,5,4,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13589,15,6,1120.74,4,5,3,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13590,11,18,6336.04,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13591,65,7,2093.94,4,3,4,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13592,36,4,247.96,3,4,1,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13593,108,14,5493.29,5,3,5,4.333333333333333,Loyal Customers,1,1,1,0,Potential Loyalists
13594,53,2,533.32,2,4,2,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13595,517,3,784.48,3,1,3,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13596,6,2,664.11,2,5,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13597,400,2,396.71,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13598,47,5,761.96,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13599,1,33,9811.04,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13600,312,2,518.42,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13601,45,4,1159.99,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13602,65,4,1025.17,3,3,3,3.0,At Risk,0,0,0,0,Potential Loyalists
13603,26,1,164.34,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
13604,659,1,717.62,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13605,387,2,522.67,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13606,29,3,276.75,3,4,1,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13607,40,2,1075.81,2,4,3,3.0,At Risk,0,0,0,0,Potential Loyalists
13608,541,1,232.05,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13609,593,1,167.35,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13610,12,14,2103.71,5,5,4,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13611,89,10,3297.9300000000003,5,3,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13612,633,1,818.29,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13613,453,5,1039.85,4,1,3,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
13614,24,6,2332.74,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13615,319,8,6272.53,4,2,5,3.6666666666666665,Potential Loyalists,1,1,1,1,Lost Customers
13616,568,2,283.85,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13617,40,8,1278.75,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13618,174,1,177.34,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13619,545,2,224.94,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13620,528,1,112.34,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13621,117,1,213.85,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13622,696,1,658.95,1,1,3,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13623,31,10,2533.06,5,4,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13624,388,1,462.08,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13625,597,1,301.26,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13626,253,2,707.04,2,2,3,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13627,59,7,2245.9,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13628,676,1,310.14,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13629,23,19,13370.86,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13630,5,7,2031.78,4,5,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13631,100,11,3070.42,5,3,5,4.333333333333333,Loyal Customers,1,1,1,0,Potential Loyalists
13632,25,8,3645.81,4,4,5,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13634,33,16,5033.77,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13635,68,4,2999.16,3,3,5,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13636,37,5,949.12,4,4,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13637,52,3,804.3,3,4,3,3.333333333333333,At Risk,0,0,0,0,Potential Loyalists
13638,16,1,122.64,1,5,1,2.333333333333333,Hibernating,0,0,0,0,Potential Loyalists
13639,74,2,1346.27,2,3,4,3.0,At Risk,0,0,0,0,Potential Loyalists
13640,611,1,405.0,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13641,641,5,1016.47,4,1,3,2.6666666666666665,Hibernating,1,1,1,1,Lost Customers
13642,216,4,472.2,3,2,2,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13643,31,10,2156.77,5,4,4,4.333333333333333,Loyal Customers,0,0,0,0,Potential Loyalists
13644,16,4,2624.26,3,5,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13645,120,1,252.1,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13646,400,2,326.25,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13647,10,8,3041.68,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13648,400,8,1764.02,4,2,4,3.333333333333333,At Risk,1,1,1,1,Lost Customers
13649,257,6,1453.68,4,2,4,3.333333333333333,At Risk,1,1,1,0,Potential Loyalists
13650,17,10,3288.0,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13651,35,3,226.85,3,4,1,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13652,46,5,2262.05,4,4,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13653,488,1,152.2,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13654,43,11,6308.0,5,4,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13655,114,6,2280.51,4,3,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
13656,165,4,1078.85,3,3,3,3.0,At Risk,1,1,1,0,Potential Loyalists
13657,11,2,382.14,2,5,2,3.0,At Risk,0,0,0,0,Potential Loyalists
13658,10,9,6025.5,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13659,206,12,4884.68,5,2,5,4.0,Loyal Customers,1,1,1,0,Potential Loyalists
13660,400,1,306.64,1,2,2,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13661,603,1,325.24,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13662,86,11,2233.61,5,3,4,4.0,Loyal Customers,0,0,0,0,Potential Loyalists
13663,179,5,2047.51,4,3,4,3.6666666666666665,Potential Loyalists,1,1,1,0,Potential Loyalists
13665,386,3,1711.66,3,2,4,3.0,At Risk,1,1,1,1,Lost Customers
13666,60,5,127.9,4,3,1,2.6666666666666665,Hibernating,0,0,0,0,Potential Loyalists
13667,149,1,299.05,1,3,2,2.0,Hibernating,1,1,1,0,Potential Loyalists
13668,3,35,12948.48,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13669,51,3,413.55,3,4,2,3.0,At Risk,0,0,0,0,Potential Loyalists
13670,75,1,349.7,1,3,2,2.0,Hibernating,0,0,0,0,Potential Loyalists
13671,395,1,172.6,1,2,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13672,301,3,419.92,3,2,2,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13673,19,2,387.44,2,5,2,3.0,At Risk,0,0,0,0,Potential Loyalists
13674,433,1,240.68,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13675,151,2,486.8200000000001,2,3,2,2.333333333333333,Hibernating,1,1,1,0,Potential Loyalists
13676,539,2,243.9,2,1,1,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13677,405,2,551.24,2,2,2,2.0,Hibernating,1,1,1,1,Lost Customers
13678,152,1,232.6,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13679,494,3,281.26,3,1,1,1.6666666666666667,Lost,1,1,1,1,Lost Customers
13680,1,12,11419.67,5,5,5,5.0,Champions,0,0,0,0,Potential Loyalists
13681,18,4,827.83,3,5,3,3.6666666666666665,Potential Loyalists,0,0,0,0,Potential Loyalists
13682,187,1,59.5,1,3,1,1.6666666666666667,Lost,1,1,1,0,Potential Loyalists
13683,458,1,258.6,1,1,1,1.0,Lost,1,1,1,1,Lost Customers
13684,286,4,594.88,3,2,2,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13685,3,7,3119.44,4,5,5,4.666666666666667,Champions,0,0,0,0,Potential Loyalists
13686,183,3,409.04,3,3,2,2.6666666666666665,Hibernating,1,1,1,0,Potential Loyalists
13687,438,1,11880.84,1,1,5,2.333333333333333,Hibernating,1,1,1,1,Lost Customers
13688,635,1,375.5,1,1,2,1.3333333333333333,Lost,1,1,1,1,Lost Customers
13689,63,2,1259.5,2,3,4,3.0,At Risk,0,0,0,0,Potential Loyalists
13690,59,1,172.25,1,4,1,2.0,Hibernating,0,0,0,0,Potential Loyalists
