CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalQuantity,CLV,ChurnRisk
13874,358,1,361.7,21.2764705882353,17,175,361.7,Very High
13875,54,5,1786.79,17.1806730769231,79,1316,8933.95,Medium
13876,64,1,122.7,17.5285714285714,7,36,122.7,Medium
13877,86,1,117.24,39.08,3,108,117.24,Medium
13878,55,1,1237.67,36.4020588235294,34,461,1237.67,Medium
13880,21,13,3155.97,19.3617791411043,123,1838,41027.61,Low
13881,4,19,12189.76,76.6651572327044,68,6670,231605.44,Low
13882,3,5,1067.6,17.5016393442623,50,876,5338,Low
13883,11,5,2610.68,18.6477142857143,106,1432,13053.4,Low
13884,7,5,787.6,13.3491525423729,45,300,3938,Low
13885,189,2,506.8,18.1,28,182,1013.6,Very High
13886,71,1,243.56,15.2225,16,126,243.56,Medium
13887,204,1,349.55,18.3973684210526,19,147,349.55,Very High
13888,120,2,595.67,15.2735897435897,38,254,1191.34,High
13889,93,1,416.9,27.7933333333333,15,146,416.9,High
13890,1,10,1883.81,17.1255454545455,74,831,18838.1,Low
13892,27,4,513.57,20.5428,24,563,2054.28,Low
13893,298,1,821.1,39.1,21,190,821.1,Very High
13894,24,3,564.62,20.9118518518519,25,354,1693.86,Low
13895,28,4,2593.07,21.9751694915254,97,1365,10372.28,Low
13897,50,1,311.16,18.3035294117647,17,200,311.16,Medium
13898,326,1,142.25,15.8055555555556,9,61,142.25,Very High
13899,16,2,388.52,20.4484210526316,19,156,777.04,Low
13900,183,3,726,17.2857142857143,41,429,2178,Very High
13901,72,5,2733.72,19.2515492957746,137,1663,13668.6,Medium
13904,37,2,332.64,12.7938461538462,24,332,665.28,Medium
13908,80,4,2319.55,19.1698347107438,103,1477,9278.2,Medium
13911,57,9,2242.03,15.9009219858156,117,1771,20178.27,Medium
13914,12,2,617.33,19.2915625,27,332,1234.66,Low
13917,50,2,265.2,16.575,14,192,530.4,Medium
13918,50,2,828.84,30.6977777777778,27,420,1657.68,Medium
13919,59,2,331.86,13.2744,22,471,663.72,Medium
13922,352,1,172.25,24.6071428571429,7,93,172.25,Very High
13923,54,1,351.13,17.5565,20,185,351.13,Medium
13924,2,6,1762.59,16.3202777777778,82,1319,10575.54,Low
13925,93,4,488.85,15.7693548387097,24,319,1955.4,High
13926,23,1,183.9,18.39,10,103,183.9,Low
13927,75,1,348.99,16.6185714285714,21,214,348.99,Medium
13928,11,4,434.67,16.7180769230769,22,127,1738.68,Low
13929,169,2,842.65,93.6277777777778,8,143,1685.3,High
13930,58,2,337.34,19.8435294117647,15,274,674.68,Medium
13931,96,2,1237.53,21.336724137931,56,725,2475.06,High
13932,295,1,292.45,19.4966666666667,15,71,292.45,Very High
13933,109,2,608.79,26.4691304347826,23,205,1217.58,High
13934,264,1,922.1,29.7451612903226,31,390,922.1,Very High
13936,180,1,369.74,14.7896,25,294,369.74,High
13937,169,1,158.85,17.65,9,123,158.85,High
13938,35,1,71.66,10.2371428571429,7,70,71.66,Medium
13939,23,3,538.22,13.4555,38,690,1614.66,Low
13940,17,4,839.14,17.125306122449,39,516,3356.56,Low
13941,22,5,4187.08,107.361025641026,23,1480,20935.4,Low
13946,79,3,489.33,54.37,9,239,1467.99,Medium
13947,65,1,90.6,18.12,5,44,90.6,Medium
13948,361,1,102,34,3,40,102,Very High
13949,3,6,2375.08,16.0478378378378,112,2086,14250.48,Low
13950,11,4,628.36,19.63625,30,316,2513.44,Low
13951,176,3,651.65,17.1486842105263,37,339,1954.95,High
13952,218,2,3157.37,23.7396240601504,116,1424,6314.74,Very High
13953,7,2,265.68,20.4369230769231,7,124,531.36,Low
13954,2,2,340.22,16.2009523809524,21,144,680.44,Low
13955,154,2,322.96,9.78666666666667,33,154,645.92,High
13956,5,5,988.27,6.81565517241379,121,480,4941.35,Low
13959,79,3,594.04,6.60044444444444,79,355,1782.12,Medium
13960,21,2,230.22,19.185,11,142,460.44,Low
13962,22,2,132.65,14.7388888888889,9,85,265.3,Low
13963,308,4,644.38,19.5266666666667,33,364,2577.52,Very High
13967,146,1,80.7,40.35,2,42,80.7,High
13969,7,18,8694.8,14.3006578947368,326,4394,156506.4,Low
13971,19,8,2746.5,18.6836734693878,117,1788,21972,Low
13972,71,2,185.5,13.25,14,162,371,Medium
13973,287,1,264.7,24.0636363636364,11,109,264.7,Very High
13974,49,1,413.59,14.7710714285714,28,249,413.59,Medium
13975,31,6,2450.02,7.53852307692308,237,1639,14700.12,Medium
13976,207,1,357.98,35.798,10,154,357.98,Very High
13978,15,2,186.47,14.3438461538462,12,243,372.94,Low
13979,73,1,866.99,16.3583018867925,53,615,866.99,Medium
13980,60,1,191.02,21.2244444444444,9,124,191.02,Medium
13982,39,4,1871.81,16.8631531531532,72,1136,7487.24,Medium
13983,30,10,1728.87,16.785145631068,89,1153,17288.7,Low
13984,27,4,488.03,32.5353333333333,13,271,1952.12,Low
13985,4,15,7028.23,20.1960632183908,107,3443,105423.45,Low
13986,17,1,239.82,19.985,12,238,239.82,Low
13988,20,6,3987.47,17.6436725663717,180,2784,23924.82,Low
13989,66,2,1014.97,27.4316216216216,29,844,2029.94,Medium
13990,213,1,311.3,19.45625,16,190,311.3,Very High
13991,12,6,847.89,11.0115584415584,55,973,5087.34,Low
13992,30,1,76.8,15.36,5,64,76.8,Low
13993,43,9,3190.36,27.5031034482759,61,887,28713.24,Medium
13994,4,6,2274.14,15.3658108108108,122,932,13644.84,Low
13995,15,5,1393.69,16.2056976744186,55,879,6968.45,Low
13999,10,12,3899.53,18.838309178744,101,2231,46794.36,Low
14000,211,1,500.3,38.4846153846154,13,422,500.3,Very High
14001,46,3,2043.08,52.3866666666667,34,962,6129.24,Medium
14002,134,2,463.29,12.5213513513514,37,589,926.58,High
14004,43,7,4343.44,26.008622754491,98,2652,30404.08,Medium
14005,10,5,2769.36,33.7726829268293,51,2214,13846.8,Low
14006,116,3,946.24,32.6289655172414,21,640,2838.72,High
14009,198,2,695.61,16.5621428571429,42,365,1391.22,Very High
14012,278,1,328.8,29.8909090909091,11,160,328.8,Very High
14013,110,3,467.26,14.601875,28,414,1401.78,High
14014,77,1,490.3,14.0085714285714,35,980,490.3,Medium
14015,53,1,917.34,45.867,20,378,917.34,Medium
14016,162,4,3654.65,24.04375,145,1919,14618.6,High
14019,47,3,1369.77,21.0733846153846,37,893,4109.31,Medium
14020,17,2,642.8,16.4820512820513,37,441,1285.6,Low
14021,155,3,631.9,28.7227272727273,22,192,1895.7,High
14022,225,1,434.12,16.0785185185185,27,459,434.12,Very High
14023,7,2,584.07,18.8409677419355,30,345,1168.14,Low
14024,122,2,327.7,20.48125,16,150,655.4,High
14027,61,1,104.82,17.47,6,62,104.82,Medium
14029,63,2,467.66,31.1773333333333,15,198,935.32,Medium
14030,18,8,1782.19,7.64888412017167,202,1468,14257.52,Low
14031,7,17,12308.78,52.1558474576271,118,3540,209249.26,Low
14032,2,11,2975.59,20.8083216783217,53,2032,32731.49,Low
14034,22,3,561.09,6.60105882352941,81,416,1683.27,Low
14035,29,5,1413.02,21.7387692307692,40,738,7065.1,Low
14036,285,1,626.65,16.4907894736842,38,268,626.65,Very High
14037,176,2,147.2,5.25714285714286,27,46,294.4,High
14038,78,3,1560.38,16.960652173913,64,965,4681.14,Medium
14039,33,1,152.2,25.3666666666667,6,92,152.2,Medium
14040,41,12,3560.32,15.5472489082969,146,1544,42723.84,Medium
14041,266,1,141.41,6.73380952380952,21,94,141.41,Very High
14044,27,4,579.24,2.86752475247525,161,290,2316.96,Low
14045,109,2,1090.8,272.7,3,260,2181.6,High
14046,284,1,123.96,15.495,8,308,123.96,Very High
14047,9,5,1308.61,40.8940625,22,381,6543.05,Low
14048,305,1,399.85,4.76011904761905,82,240,399.85,Very High
14049,17,4,5374.51,11.4108492569002,341,3764,21498.04,Low
14050,32,2,741.8,13.9962264150943,48,665,1483.6,Medium
14051,1,23,15595.39,74.6190909090909,51,3755,358693.97,Low
14052,20,1,225.36,4.02428571428571,56,89,225.36,Low
14053,124,2,260.25,65.0625,2,215,520.5,High
14054,65,1,92.46,15.41,6,62,92.46,Medium
14055,106,1,725.64,72.564,10,216,725.64,High
14056,1,23,8151.95,7.49949402023919,319,4248,187494.85,Low
14057,24,16,5823.34,20.7236298932384,178,4649,93173.44,Low
14059,267,1,183.6,22.95,8,128,183.6,Very High
14060,5,19,5895.62,29.7758585858586,84,4810,112016.78,Low
14062,10,12,10139.65,94.7630841121495,57,3941,121675.8,Low
14064,29,5,1023.3,13.4644736842105,59,908,5116.5,Low
14066,267,1,152.55,21.7928571428571,7,45,152.55,Very High
14067,64,2,355.75,6.97549019607843,50,360,711.5,Medium
14068,320,1,265.85,11.0770833333333,22,73,265.85,Very High
14071,4,8,1384.38,4.52411764705882,256,823,11075.04,Low
14073,32,1,151.04,11.6184615384615,13,130,151.04,Medium
14075,5,3,942.26,21.913023255814,33,754,2826.78,Low
14076,129,1,101.51,2.41690476190476,41,77,101.51,High
14077,41,5,499.42,11.8909523809524,33,268,2497.1,Medium
14078,102,6,1049.37,16.1441538461538,46,310,6296.22,High
14079,125,1,343.2,31.2,11,299,343.2,High
14080,33,1,45.6,11.4,4,48,45.6,Medium
14081,302,2,906.67,6.08503355704698,125,591,1813.34,Very High
14082,365,1,182.25,6.28448275862069,28,110,182.25,Very High
14083,4,8,968.67,5.56706896551724,160,560,7749.36,Low
14085,2,18,4356.32,9.78948314606742,270,3102,78413.76,Low
14087,3,1,170.56,2.89084745762712,53,122,170.56,Low
14088,10,13,48311.16,85.5064778761062,360,12563,628045.08,Low
14089,57,1,158.75,12.2115384615385,13,133,158.75,Medium
14090,325,1,76.32,76.32,1,72,76.32,Very High
14092,8,14,4028.11,19.1814761904762,115,1974,56393.54,Low
14093,12,1,427.02,4.31333333333333,94,355,427.02,Low
14096,4,17,47448.7,9.72508710801394,1040,16005,806627.9,Low
14098,37,1,147.14,7.357,20,103,147.14,Medium
14099,16,11,3078.7,12.4643724696356,164,2106,33865.7,Low
14100,138,1,191.95,7.678,24,63,191.95,High
14101,74,6,2885.99,120.249583333333,13,1430,17315.94,Medium
14102,5,5,1105.88,19.0668965517241,35,769,5529.4,Low
14104,166,1,71.65,4.77666666666667,15,40,71.65,High
14105,239,1,1266.23,17.1112162162162,74,800,1266.23,Very High
14107,52,7,2703.23,21.9774796747967,61,1793,18922.61,Medium
14108,31,2,581.26,17.6139393939394,32,380,1162.52,Medium
14109,73,1,144.2,16.0222222222222,9,88,144.2,Medium
14110,4,12,5683.15,36.6654838709677,94,2445,68197.8,Low
14111,14,4,598.65,74.83125,8,313,2394.6,Low
14112,23,7,2915.15,18.2196875,117,1651,20406.05,Low
14113,4,4,1840.42,54.13,26,745,7361.68,Low
14114,331,1,195.13,17.7390909090909,11,89,195.13,Very High
14116,20,5,1382.74,19.2047222222222,61,707,6913.7,Low
14117,144,1,90,30,3,72,90,High
14121,4,4,2695.5,17.5032467532468,143,1971,10782,Low
14124,84,1,118.08,59.04,2,192,118.08,Medium
14125,11,3,2661.73,16.3296319018405,156,1625,7985.19,Low
14126,8,3,370.9,30.9083333333333,11,218,1112.7,Low
14127,123,3,709.71,16.1297727272727,39,321,2129.13,High
14128,61,2,637.5,13.8586956521739,40,564,1275,Medium
14129,2,5,1123.86,21.6126923076923,31,592,5619.3,Low
14130,319,1,465.96,7.16861538461539,65,256,465.96,Very High
14132,2,11,3544.63,18.2712886597938,95,3088,38990.93,Low
14133,130,3,569.69,21.0996296296296,24,347,1709.07,High
14135,2,15,4478.31,33.9265909090909,94,3050,67174.65,Low
14138,2,2,965.88,20.9973913043478,40,600,1931.76,Low
14139,46,1,415.82,15.9930769230769,26,510,415.82,Medium
14140,4,2,925.93,14.2450769230769,59,763,1851.86,Low
14141,3,4,915.13,22.87825,27,355,3660.52,Low
14142,373,1,297.95,14.8975,20,247,297.95,Very High
14143,134,1,115.8,16.5428571428571,7,30,115.8,High
14145,47,4,3742.2,340.2,6,756,14968.8,Medium
14146,9,5,4089.3,19.7550724637681,180,2431,20446.5,Low
14147,78,2,483.4,96.68,4,108,966.8,Medium
14148,234,1,157.2,52.4,3,16,157.2,Very High
14149,221,1,446.62,15.9507142857143,28,218,446.62,Very High
14150,36,2,643.22,27.9660869565217,20,418,1286.44,Medium
14152,75,2,610.25,13.2663043478261,45,639,1220.5,Medium
14154,239,2,881.52,18.365,48,446,1763.04,Very High
14155,266,1,118.75,19.7916666666667,6,25,118.75,Very High
14156,10,50,67834.52,55.7391290057519,664,28074,3391726,Low
14157,20,2,424.89,9.23673913043478,45,271,849.78,Low
14158,40,1,466.62,12.2794736842105,38,565,466.62,Medium
14159,20,11,4534.68,3.9604192139738,481,3909,49881.48,Low
14161,216,3,1082.67,10.511359223301,86,449,3248.01,Very High
14162,174,2,289.36,11.5744,25,142,578.72,High
14163,87,4,2314.11,45.3747058823529,35,889,9256.44,Medium
14164,81,1,1273.77,45.4917857142857,28,833,1273.77,Medium
14165,276,1,120.44,5.01833333333333,23,53,120.44,Very High
14167,39,4,562.59,11.2518,27,147,2250.36,Medium
14171,98,1,363.79,6.27224137931035,57,167,363.79,High
14173,11,4,433.89,15.4960714285714,27,149,1735.56,Low
14174,33,1,134.46,5.17153846153846,26,94,134.46,Medium
14175,60,3,3054.8,21.0675862068966,135,1505,9164.4,Medium
14176,297,4,576.9,18.6096774193548,28,209,2307.6,Very High
14177,86,4,542.62,13.5655,36,168,2170.48,Medium
14178,9,7,1537.05,5.2280612244898,178,1234,10759.35,Low
14179,41,2,701.57,4.46859872611465,135,319,1403.14,Medium
14180,11,25,4051.07,19.1993838862559,100,687,101276.75,Low
14184,67,1,452.89,18.8704166666667,24,127,452.89,Medium
14185,331,1,32.65,16.325,2,5,32.65,Very High
14188,31,6,2054.36,31.6055384615385,34,1162,12326.16,Medium
14189,2,15,4587.6,17.9203125,168,3505,68814,Low
14191,2,13,4654.04,18.3229921259843,141,3494,60502.52,Low
14193,68,2,853.39,20.3188095238095,35,445,1706.78,Medium
14194,5,21,11183.69,19.4498956521739,265,5807,234857.49,Low
14195,202,2,375.2,75.04,5,80,750.4,Very High
14196,107,1,335.52,55.92,6,142,335.52,High
14198,18,4,681.45,17.9328947368421,34,289,2725.8,Low
14199,218,1,185.4,92.7,2,28,185.4,Very High
14201,60,7,710.96,20.3131428571429,30,398,4976.72,Medium
14204,2,1,150.23,3.95342105263158,35,70,150.23,Low
14205,17,2,466.7,19.4458333333333,23,204,933.4,Low
14206,239,1,328.16,16.408,20,276,328.16,Very High
14208,95,1,151.74,15.174,10,114,151.74,High
14209,11,6,1988.68,23.96,52,686,11932.08,Low
14210,106,6,1905.84,18.6847058823529,66,760,11435.04,High
14211,53,9,2241.1,20.0098214285714,87,1242,20169.9,Medium
14212,90,1,678.8,113.133333333333,6,608,678.8,Medium
14214,31,5,954.52,15.1511111111111,60,665,4772.6,Medium
14215,12,6,1766.92,16.6690566037736,96,1238,10601.52,Low
14216,3,4,1799.3,31.5666666666667,45,592,7197.2,Low
14217,2,17,1924.23,20.0440625,74,684,32711.91,Low
14218,43,1,164.92,14.9927272727273,11,136,164.92,Medium
14219,4,1,89.94,12.8485714285714,7,78,89.94,Low
14220,247,2,632.4,30.1142857142857,21,272,1264.8,Very High
14221,42,9,3354.3,17.7476190476191,120,2187,30188.7,Medium
14222,177,1,683.17,16.6626829268293,41,607,683.17,High
14223,92,3,982.01,16.6442372881356,49,537,2946.03,High
14224,110,4,874.13,8.24650943396227,99,475,3496.52,High
14226,30,4,1855.29,29.9240322580645,60,990,7421.16,Low
14227,26,10,3321.06,19.1968786127168,116,1818,33210.6,Low
14229,52,3,1547.2,38.68,29,610,4641.6,Medium
14231,184,3,845.81,17.2614285714286,46,407,2537.43,Very High
14232,43,5,2030.91,18.133125,79,1857,10154.55,Medium
14233,49,4,1230.72,36.1976470588235,30,520,4922.88,Medium
14234,22,4,741.81,5.29864285714286,117,794,2967.24,Low
14235,75,5,3144.86,39.8083544303798,65,1959,15724.3,Medium
14236,81,2,490.86,32.724,15,310,981.72,Medium
14237,373,1,127.1,15.8875,8,36,127.1,Very High
14238,326,1,146.85,18.35625,8,111,146.85,Very High
14239,43,11,2346.95,21.1436936936937,82,991,25816.45,Medium
14240,30,2,860.44,20.9863414634146,36,416,1720.88,Low
14241,184,1,213.7,21.37,10,146,213.7,Very High
14242,235,2,280.55,17.534375,13,123,561.1,Very High
14243,9,10,2584.21,18.4586428571429,98,1197,25842.1,Low
14245,220,2,1678.5,15.6869158878505,106,975,3357,Very High
14246,111,3,1474.06,19.6541333333333,57,804,4422.18,High
14247,278,1,136.77,6.8385,19,47,136.77,Very High
14248,318,1,302.58,37.8225,8,102,302.58,Very High
14250,7,3,1904.05,17.1536036036036,94,1200,5712.15,Low
14251,2,5,2879.7,36.9192307692308,37,1674,14398.5,Low
14256,260,2,954.11,18.3482692307692,50,413,1908.22,Very High
14257,64,5,2814.17,27.0593269230769,87,1441,14070.85,Medium
14258,9,9,11024.92,107.038058252427,54,4278,99224.28,Low
14259,142,1,120,24,5,68,120,High
14261,51,2,1163.45,22.3740384615385,52,406,2326.9,Medium
14262,8,8,2618.23,18.3093006993007,87,1645,20945.84,Low
14264,155,2,333.97,19.6452941176471,15,70,667.94,High
14265,109,2,436.48,16.7876923076923,26,324,872.96,High
14267,163,3,1456.44,26.9711111111111,24,526,4369.32,High
14270,332,1,492.65,16.9879310344828,29,197,492.65,Very High
14271,226,1,112.32,11.232,10,88,112.32,Very High
14272,74,2,420.52,14.0173333333333,30,451,841.04,Medium
14273,51,4,559.97,19.3093103448276,22,264,2239.88,Medium
14276,99,3,1074.89,17.061746031746,51,741,3224.67,High
14277,15,3,3912.7,18.2836448598131,188,1960,11738.1,Low
14280,197,1,134.04,16.755,8,52,134.04,Very High
14282,3,15,3672.72,24.8156756756757,65,2332,55090.8,Low
14284,31,2,595.25,18.6015625,24,161,1190.5,Medium
14285,21,4,1893.06,72.81,17,540,7572.24,Low
14286,24,3,4604.39,16.6825724637681,217,4222,13813.17,Low
14287,8,2,159.35,19.91875,8,117,318.7,Low
14288,213,1,426.6,26.6625,16,188,426.6,Very High
14289,9,6,911.26,19.3885106382979,33,292,5467.56,Low
14290,11,5,2274.7,22.747,88,914,11373.5,Low
14291,2,11,3671.95,15.692094017094,142,2735,40391.45,Low
14292,8,9,4838.03,49.3676530612245,62,1661,43542.27,Low
14293,3,4,1037.2,17.5796610169492,49,661,4148.8,Low
14295,40,1,166.2,33.24,5,84,166.2,Medium
14297,18,4,1305.33,21.0537096774194,48,865,5221.32,Low
14298,8,42,46176.88,30.8462792251169,817,40850,1939428.96,Low
14299,8,9,3814.09,27.2435,93,1858,34326.81,Low
14300,19,1,43.2,14.4,3,32,43.2,Low
14301,117,1,575.34,47.945,12,426,575.34,High
14304,223,1,367.5,22.96875,16,138,367.5,Very High
14305,71,3,1839.4,17.8582524271845,94,1064,5518.2,Medium
14306,51,2,1885.64,60.8270967741936,31,747,3771.28,Medium
14307,89,6,2938.57,16.5088202247191,148,2025,17631.42,Medium
14309,8,9,2189.57,20.2737962962963,69,1249,19706.13,Low
14311,243,1,295.31,15.5426315789474,19,145,295.31,Very High
14312,47,6,1553.45,18.4934523809524,71,914,9320.7,Medium
14314,107,1,88.92,22.23,4,84,88.92,High
14315,45,6,2394.33,24.4319387755102,61,1017,14365.98,Medium
14317,65,1,508.58,21.1908333333333,24,255,508.58,Medium
14320,207,2,477.79,15.4125806451613,29,325,955.58,Very High
14321,11,5,1384.65,13.7094059405941,91,1640,6923.25,Low
14323,115,2,605.06,16.8072222222222,32,350,1210.12,High
14326,242,1,183.85,22.98125,8,103,183.85,Very High
14327,163,1,311.65,25.9708333333333,12,139,311.65,High
14329,17,7,4834.96,18.8865625,216,2795,33844.72,Low
14331,124,2,462.66,16.5235714285714,27,252,925.32,High
14332,23,3,840.21,33.6084,22,463,2520.63,Low
14333,68,1,415.2,27.68,15,58,415.2,Medium
14334,17,8,2552.21,15.7543827160494,98,1731,20417.68,Low
14335,16,2,454.86,7.581,55,375,909.72,Low
14336,17,4,1601.11,18.1944318181818,75,1651,6404.44,Low
14338,161,2,588.22,18.9748387096774,30,335,1176.44,High
14339,243,1,309.52,22.1085714285714,14,168,309.52,Very High
14340,219,1,134.7,22.45,6,58,134.7,Very High
14341,45,8,2162.42,17.1620634920635,107,1373,17299.36,Medium
14342,21,4,663.52,33.176,17,323,2654.08,Low
14344,127,8,828.98,12.560303030303,51,376,6631.84,High
14345,39,1,108.98,18.1633333333333,6,50,108.98,Medium
14346,121,2,932.02,16.0693103448276,53,580,1864.04,High
14348,260,1,409.57,22.7538888888889,18,183,409.57,Very High
14349,10,1,133.5,4.30645161290323,31,86,133.5,Low
14350,274,1,282.93,15.7183333333333,18,183,282.93,Very High
14351,165,1,51,51,1,12,51,High
14352,157,4,1002.21,22.2713333333333,42,533,4008.84,High
14353,215,1,90.6,15.1,6,64,90.6,Very High
14354,6,2,163.62,18.18,9,210,327.24,Low
14355,366,1,174.4,15.8545454545455,11,92,174.4,Very High
14356,80,2,521.83,16.8332258064516,31,265,1043.66,Medium
14357,43,1,225.12,5.628,39,147,225.12,Medium
14359,19,3,895.23,16.5783333333333,43,370,2685.69,Low
14360,32,4,1999.68,17.6962831858407,100,1132,7998.72,Medium
14362,22,1,150.36,4.17666666666667,36,90,150.36,Low
14364,109,8,3712.79,54.5998529411765,60,1943,29702.32,High
14367,8,16,9227.61,17.7454038461539,269,4425,147641.76,Low
14368,320,1,125.1,17.8714285714286,7,34,125.1,Very High
14371,295,1,100.5,25.125,4,34,100.5,Very High
14373,358,1,51.6,17.2,3,16,51.6,Very High
14375,185,1,229.48,3.82466666666667,54,152,229.48,Very High
14377,191,2,561.15,62.35,9,217,1122.3,Very High
14379,44,2,348.1,7.56739130434783,39,292,696.2,Medium
14381,52,1,202.68,3.61928571428571,56,146,202.68,Medium
14382,26,1,533.16,4.51830508474576,114,604,533.16,Low
14383,38,3,1239.13,21.7391228070175,47,693,3717.39,Medium
14385,9,3,202.11,14.4364285714286,13,159,606.33,Low
14386,297,1,142.4,20.3428571428571,7,54,142.4,Very High
14387,33,3,1644.4,11.9159420289855,124,791,4933.2,Medium
14388,10,8,3207.08,17.4297826086957,122,1893,25656.64,Low
14389,65,2,1043.46,23.188,33,729,2086.92,Medium
14390,10,9,4591.1,16.4555555555556,133,2036,41319.9,Low
14393,218,1,67.95,13.59,5,13,67.95,Very High
14395,2,9,3475.08,10.0726956521739,180,1666,31275.72,Low
14396,65,2,487.99,6.68479452054795,71,225,975.98,Medium
14397,3,19,2509.28,29.1776744186047,18,1746,47676.32,Low
14400,149,1,574.7,22.988,25,454,574.7,High
14401,4,13,3867.04,22.8818934911243,105,3703,50271.52,Low
14403,130,4,1475.81,73.7905,17,519,5903.24,High
14404,34,6,1423.59,14.6761855670103,67,717,8541.54,Medium
14406,119,1,156.75,19.59375,8,77,156.75,High
14407,107,5,1740.06,28.0654838709677,58,1105,8700.3,High
14408,11,7,2597.51,24.7381904761905,59,1602,18182.57,Low
14409,71,6,1901.1,36.5596153846154,38,1085,11406.6,Medium
14410,92,9,1097.38,5.86834224598931,151,556,9876.42,High
14411,311,1,823.8,82.38,10,180,823.8,Very High
14412,43,2,747.6,19.6736842105263,38,589,1495.2,Medium
14413,362,1,121.05,5.50227272727273,22,67,121.05,Very High
14414,92,7,1395.44,16.2260465116279,70,1982,9768.08,High
14415,1,13,5793.77,10.0761217391304,280,2992,75319.01,Low
14416,22,2,490.22,35.0157142857143,13,326,980.44,Low
14418,4,3,1870.06,16.1212068965517,107,1518,5610.18,Low
14419,11,6,1051.79,5.20688118811881,112,483,6310.74,Low
14420,99,1,387.52,13.3627586206897,29,334,387.52,High
14421,57,2,813.11,30.1151851851852,25,365,1626.22,Medium
14422,1,6,4161.19,19.2647685185185,183,2591,24967.14,Low
14423,218,1,265.2,88.4,3,120,265.2,Very High
14424,18,1,322.08,322.08,1,48,322.08,Low
14426,24,10,4253.42,19.5111009174312,180,2684,42534.2,Low
14427,50,2,363.34,21.3729411764706,16,228,726.68,Medium
14428,7,5,1139.26,8.56586466165414,105,423,5696.3,Low
14431,303,1,470.36,27.6682352941176,17,130,470.36,Very High
14432,10,6,2210.76,6.22749295774648,241,1785,13264.56,Low
14434,22,6,1372.8,114.4,3,368,8236.8,Low
14436,99,1,79.94,11.42,7,81,79.94,High
14437,366,1,63,12.6,5,60,63,Very High
14438,306,1,131.9,14.6555555555556,9,82,131.9,Very High
14439,320,1,2541.64,81.9883870967742,31,518,2541.64,Very High
14440,8,5,2357.68,42.8669090909091,33,588,11788.4,Low
14441,1,4,1621.49,33.7810416666667,40,440,6485.96,Low
14442,205,2,1500.02,24.5904918032787,56,478,3000.04,Very High
14443,54,4,1384.25,15.0461956521739,83,937,5537,Medium
14446,1,4,995.77,3.68803703703704,226,786,3983.08,Low
14447,19,5,1163.23,16.6175714285714,54,571,5816.15,Low
14448,9,2,375.35,18.7675,20,104,750.7,Low
14449,19,4,874.78,3.62979253112033,194,683,3499.12,Low
14450,181,3,481.19,12.6628947368421,30,227,1443.57,Very High
14451,60,2,643.9,6.13238095238095,86,378,1287.8,Medium
14452,11,2,242.1,4.10338983050847,54,115,484.2,Low
14453,190,1,119.93,5.45136363636364,22,49,119.93,Very High
14456,5,9,2951.63,3.18063577586207,566,2405,26564.67,Low
14457,311,1,113.64,28.41,4,88,113.64,Very High
14459,155,1,1837.92,49.6735135135135,37,760,1837.92,High
14460,110,3,392.58,26.172,13,737,1177.74,High
14461,148,3,2070.77,11.6992655367232,170,763,6212.31,High
14462,66,11,1956.73,8.58214912280702,145,939,21524.03,Medium
14463,98,3,514.62,102.924,5,178,1543.86,High
14465,247,3,1023.49,8.38926229508197,106,397,3070.47,Very High
14466,29,7,2257.45,31.7950704225352,34,1005,15802.15,Low
14467,18,4,566.36,6.50988505747127,66,274,2265.44,Low
14470,12,2,396.24,9.66439024390244,41,190,792.48,Low
14472,104,8,1784.87,6.81248091603053,150,1127,14278.96,High
14473,74,2,234.34,33.4771428571429,7,88,468.68,Medium
14474,46,1,484.46,17.942962962963,27,136,484.46,Medium
14475,72,3,925.85,22.0440476190476,35,447,2777.55,Medium
14476,257,1,193,11.3529411764706,17,110,193,Very High
14477,20,4,1309.6,130.96,7,720,5238.4,Low
14479,254,2,316.25,17.5694444444444,18,117,632.5,Very High
14480,11,1,279.05,21.4653846153846,13,143,279.05,Low
14481,165,2,636.51,21.217,25,489,1273.02,High
14482,18,6,1861.95,13.8951492537313,108,1425,11171.7,Low
14483,282,1,137.1,15.2333333333333,9,97,137.1,Very High
14484,50,1,321.92,22.9942857142857,14,210,321.92,Medium
14485,39,1,162.8,3.53913043478261,44,70,162.8,Medium
14487,27,6,1098.4,8.1362962962963,107,680,6590.4,Low
14488,68,1,1064.28,23.1365217391304,46,799,1064.28,Medium
14489,207,1,463.38,15.446,30,299,463.38,Very High
14491,175,2,340.93,20.0547058823529,17,139,681.86,High
14493,7,5,2331.53,19.9276068376068,92,1228,11657.65,Low
14494,26,1,139.56,19.9371428571429,7,92,139.56,Low
14495,51,2,123.8,20.6333333333333,6,62,247.6,Medium
14496,312,2,493.96,29.0564705882353,15,156,987.92,Very High
14497,309,1,475.37,16.3920689655172,29,235,475.37,Very High
14498,43,5,1757.42,9.24957894736842,159,1094,8787.1,Medium
14499,26,3,805.7,4.30855614973262,143,482,2417.1,Low
14500,88,3,356.85,50.9785714285714,6,117,1070.55,Medium
14501,184,2,251.21,25.121,9,161,502.42,Very High
14502,20,11,2375.7,4.00623946037099,360,1369,26132.7,Low
14503,3,6,3481.46,21.4904938271605,112,2000,20888.76,Low
14504,47,4,673.26,6.29214953271028,85,308,2693.04,Medium
